incident energy,cross_section
356.1427,11.19975
356.1574,12.04403
356.172,12.97104
356.1866,13.99529
356.2012,15.12649
356.2158,16.37505
356.2304,17.75205
356.245,19.26923
356.2596,20.93897
356.2736,22.6954
356.2875,24.6016
356.3015,26.69724
356.3154,28.96483
356.3294,31.44977
356.3433,34.12941
356.3712,40.19832
356.3991,47.27296
356.427,55.44849
356.4549,64.80821
356.4827,75.37709
356.508,86.10811
356.5332,97.85944
356.5585,110.707
356.5837,124.5033
356.6342,154.8071
356.6846,187.6673
356.8015,264.4312
356.8493,291.2151
356.8971,312.4373
356.9564,328.6206
357,332.2522
357.0346,329.9099
357.0692,323.0421
357.1172,306.608
357.1652,283.3843
357.242,236.6284
357.3188,185.2134
357.386,142.176
357.4196,122.5508
357.4532,104.5777
357.4868,88.41661
357.5204,74.13229
357.554,61.70854
357.5876,51.06474
357.6212,42.073
357.6548,34.57463
357.6884,28.39478
357.7052,25.74329
357.722,23.35461
357.7388,21.20731
357.7556,19.28075
357.7724,17.5552
357.7892,16.01198
357.806,14.63353
357.8228,13.40344
357.8564,11.32868
357.89,9.680155
357.9236,8.368361
357.9572,7.320318
357.9908,6.477543
358.0244,5.79389
358.058,5.233428
358.0916,4.768486
358.1252,4.377935
358.1589,4.044822
358.1925,3.758962
358.2597,3.291301
358.3269,2.923763
358.3941,2.626641
358.4613,2.38149
358.5285,2.176204
358.5957,2.002408
358.6629,1.854039
358.7301,1.726542
358.7973,1.616425
358.9317,1.437998
359.0661,1.303038
359.2005,1.201502
359.3541,1.118186
359.4694,1.075087
359.5846,1.046957
359.6998,1.033005
359.815,1.033161
359.9495,1.052104
360.0839,1.093667
360.2183,1.162549
360.3527,1.266764
360.4199,1.336045
360.4871,1.419921
360.5543,1.521798
360.6215,1.646564
360.6887,1.8016
360.7559,1.998842
360.8231,2.258846
360.8567,2.422981
360.8903,2.618651
360.9239,2.85541
360.9575,3.146163
360.9911,3.508229
361.0247,3.96463
361.0583,4.545614
361.0919,5.290373
361.1087,5.739315
361.1255,6.248889
361.1423,6.82733
361.1591,7.483769
361.1759,8.228275
361.1927,9.071893
361.2095,10.02666
361.2263,11.10561
361.2431,12.32279
361.2599,13.69317
361.2767,15.23266
361.2935,16.95798
361.3103,18.88655
361.3271,21.03637
361.3439,23.42582
361.3607,26.07343
361.3775,28.99769
361.3943,32.21667
361.4111,35.74776
361.4279,39.6073
361.4459,44.12387
361.4639,49.05045
361.4819,54.39989
361.4999,60.18133
361.5359,73.05441
361.5719,87.64503
361.5983,99.3701
361.6247,111.8703
361.6679,133.6714
361.7255,164.1805
361.7783,191.7853
361.8311,216.8888
361.8887,238.8897
361.9415,252.0824
361.9957,257.2615
362,257.287
362.0044,257.2539
362.0178,256.7838
362.0311,255.7708
362.0578,252.1242
362.118,236.5486
362.169,216.6535
362.2199,192.4843
362.3218,138.8595
362.3728,112.9228
362.4237,89.4029
362.4724,69.81877
362.4967,61.22015
362.521,53.41599
362.5454,46.36734
362.5697,40.10624
362.594,34.56542
362.6183,29.6997
362.6427,25.44187
362.667,21.77228
362.6913,18.61645
362.7156,15.91895
362.7399,13.6261
362.7642,11.687
362.7885,10.0543
362.8128,8.684705
362.8348,7.638986
362.8568,6.751003
362.8788,5.997747
362.9008,5.358955
362.9228,4.816949
362.9448,4.356435
362.9668,3.964283
362.9888,3.62931
363.0108,3.342051
363.0328,3.094548
363.0768,2.693316
363.1208,2.384824
363.1648,2.141262
363.2088,1.943865
363.2528,1.780024
363.2968,1.641228
363.3408,1.521663
363.4288,1.325171
363.5168,1.169781
363.6095,1.037631
363.7021,0.9295334
363.7948,0.8394814
363.8874,0.7636294
363.9801,0.6988774
364.0727,0.6431895
364.1653,0.5948456
364.2579,0.552577
364.4432,0.4824446
364.6284,0.4270205
364.8137,0.3823655
364.9989,0.3458853
365.1471,0.3212949
365.2953,0.2999995
365.5918,0.2650484
365.8882,0.2377291
366.1291,0.2197538
366.3699,0.2047645
366.6108,0.1921757
366.8516,0.1815654
367.3333,0.1651087
367.815,0.1533845
368.2967,0.1449872
368.7784,0.1393829
369.2601,0.1361046
369.7417,0.1348504
370.4087,0.1361551
371.0756,0.1408934
371.7426,0.1492617
372.4095,0.1617909
373.0765,0.1794396
373.7434,0.2036087
374.0769,0.2187144
374.4104,0.2366197
374.7439,0.2578301
375.0773,0.2829865
375.4294,0.3148752
375.7814,0.3536774
376.1334,0.4014375
376.4854,0.4610187
376.8374,0.5365277
377.0134,0.5819983
377.1894,0.633817
377.3654,0.6932039
377.5414,0.7618349
377.7174,0.8419213
377.8934,0.9362212
378.037,1.02608
378.1806,1.130116
378.3242,1.251421
378.4678,1.394001
378.6114,1.563166
378.755,1.766136
378.8268,1.883291
378.8986,2.012942
378.9704,2.156997
379.0063,2.235122
379.0421,2.317504
379.0884,2.43126
379.1116,2.491565
379.1347,2.553958
379.1579,2.619107
379.181,2.686588
379.2042,2.757131
379.2273,2.830286
379.2563,2.926503
379.2853,3.027934
379.2945,3.061264
379.3142,3.134595
379.3339,3.210715
379.3536,3.289774
379.3733,3.371931
379.393,3.457358
379.4126,3.545778
379.4335,3.644049
379.4543,3.746185
379.4752,3.85344
379.496,3.96509
379.5169,4.082535
379.5377,4.205003
379.5585,4.333433
379.5793,4.468242
379.6141,4.709365
379.6488,4.971391
379.6836,5.258792
379.7183,5.573455
379.7531,5.921491
379.7878,6.30613
379.8225,6.734752
379.8572,7.21534
379.8827,7.60734
379.9082,8.037548
379.9337,8.51166
379.9591,9.034269
379.9846,9.617475
380.0101,10.26882
380.0356,10.99954
380.061,11.81946
380.0865,12.75057
380.112,13.80808
380.1375,15.01323
380.1629,16.38483
380.1884,17.96182
380.2139,19.7713
380.2394,21.84959
380.2648,24.22724
380.2857,26.445
380.3065,28.91471
380.3274,31.68844
380.3482,34.7693
380.3691,38.21795
380.3899,42.03307
380.4108,46.2836
380.4316,50.96071
380.4525,56.14054
380.4733,61.8029
380.4942,68.02928
380.515,74.78357
380.5567,90.07126
380.5983,107.7014
380.6493,132.4861
380.7002,160.3246
380.7512,190.5388
380.8021,221.8135
380.8809,268.7114
380.9596,307.6767
381.024,329.0891
381.0883,338.1784
381.1,338.394
381.1328,336.6009
381.1655,331.3579
381.231,311.291
381.277,290.7459
381.3229,266.3215
381.4147,211.2136
381.4882,166.8307
381.5616,126.7674
381.5984,109.0887
381.6351,93.27101
381.6718,79.30326
381.7085,67.14843
381.7407,57.9025
381.7728,49.91068
381.805,43.01621
381.8371,37.14713
381.8693,32.14953
381.9014,27.94039
381.9335,24.39543
381.9656,21.41599
381.9978,18.90633
382.0299,16.80391
382.0621,15.02779
382.0942,13.5315
382.1264,12.25716
382.1585,11.17253
382.1906,10.24036
382.2227,9.433715
382.2778,8.280744
382.3329,7.351345
382.388,6.587479
382.4431,5.948797
382.4982,5.406912
382.5533,4.941488
382.6084,4.537636
382.6635,4.184193
382.7737,3.596176
382.8839,3.128483
382.9941,2.749303
383.1043,2.436945
383.2054,2.19599
383.3064,1.989928
383.4074,1.812018
383.5084,1.657282
383.6094,1.521831
383.7104,1.402572
383.9124,1.203115
384.1144,1.043936
384.3164,0.9148581
384.5184,0.8087963
384.7204,0.7206005
384.8857,0.6589287
385.051,0.6048854
385.3816,0.5149743
385.7122,0.4438512
386.0427,0.3867145
386.3733,0.3400894
386.7039,0.3015472
387.0345,0.2693135
387.365,0.2420846
387.8057,0.2118929
388.2464,0.187287
388.8341,0.1607431
389.2382,0.1455983
389.6422,0.1325442
390.0462,0.1212146
390.4502,0.1113209
391.2583,0.09493432
392.0663,0.08201529
392.8744,0.07163673
393.6824,0.06317204
394.4905,0.05617174
395.2985,0.05035102
396.4739,0.04342045
397.6492,0.03784543
398.8246,0.03342609
398.8981,0.03337773
398.9716,0.03367308
399.0451,0.03477832
399.0818,0.03590879
399.1185,0.03766712
399.1553,0.04033063
399.192,0.04424669
399.2104,0.04682769
399.2287,0.04989623
399.2471,0.05356699
399.2654,0.05789046
399.2838,0.06301546
399.3022,0.06903343
399.3206,0.07606909
399.3389,0.08421113
399.3573,0.09369646
399.3756,0.1045807
399.394,0.1171543
399.4123,0.1314619
399.4307,0.1478532
399.4491,0.1664586
399.4675,0.1874895
399.4858,0.2110279
399.5042,0.2375524
399.5225,0.2669966
399.5409,0.2999052
399.5592,0.3361384
399.5776,0.376305
399.596,0.4204204
399.6327,0.5209421
399.6694,0.6391871
399.7061,0.7760352
399.7429,0.9323086
399.7796,1.106927
399.8163,1.299391
399.853,1.508107
399.9265,1.965235
399.9999,2.452133
400.0001,4.874533
425.0001,4.660814
450.0001,4.467903
475.0001,4.292779
500,4.13299
550,3.859757
600,3.626118
700,3.24638
800,2.962993
900,2.733633
1000,2.54355
1125,2.3694
1250,2.223746
1375,2.099715
1500,1.992534
1700,1.84788
2000,1.67561
2500,1.50038
3000,1.3709
3500,1.285222
4000,1.215345
4500,1.15687
5000,1.10695
6000,1.032174
7000,0.972906
8000,0.9236762
10000,0.846905
12500,0.7682642
15000,0.7094623
17000,0.6717217
20000,0.625697
25000,0.560849
30000,0.512886
35000,0.476739
40000,0.4474928
43026.7,0.432282
46513.35,0.394847
50000,0.363024
55000,0.3295343
60000,0.3016656
65000,0.2781151
70000,0.257953
80000,0.2323065
90000,0.2118097
100000,0.195012
115000,0.1829033
115000.6,0.1829029
125000,0.1760405
130000,0.172902
139999.9,0.1669286
142592,0.165482
142592.2,0.1654819
150000,0.1609983
170000,0.150432
200000,0.138062
248054.5,0.1303092
296109,0.124261
300000,0.123759
350000,0.1235627
400000,0.123393
450000,0.1219385
500000,0.120652
501849,0.120746
525291.5,0.1213728
548734,0.1219752
574367,0.1226084
600000,0.123217
625000,0.1224816
650000,0.1217792
700000,0.120463
725000,0.119615
750000,0.1188015
775000,0.1180199
800000,0.117268
845130,0.115027
845130.3,0.115027
880043,0.110429
900000,0.107633
927095,0.104135
985021,0.0981776
985021.4,0.09817758
1000000,0.0974212
1055410,0.0953928
1063340,0.0952145
1063342,0.09521449
1083270,0.0951389
1083273,0.09513885
1109390,0.0946718
1128890,0.0939466
1132640,0.0936662
1132645,0.09366563
1133430,0.0935766
1170270,0.0907149
1179560,0.0901534
1183430,0.0899099
1183432,0.0899098
1200000,0.08909548
1215490,0.0883508
1215493,0.08835062
1224980,0.0877731
1224982,0.08777299
1226000,0.0877168
1226010,0.08771597
1254890,0.0853817
1254894,0.08538145
1294580,0.0829824
1294590,0.08298193
1300000,0.0827312
1305780,0.0824052
1305782,0.08240508
1322970,0.0813508
1322972,0.08135071
1345690,0.0802932
1345695,0.08029248
1354390,0.0790622
1372230,0.0778128
1372233,0.07781264
1384880,0.0771268
1384885,0.07712658
1402730,0.0763634
1500000,0.07284434
1600000,0.0696101
1700000,0.06588828
1800000,0.0625617
1900000,0.05807478
2000000,0.0541159
2150000,0.04690104
2300000,0.0410424
2400000,0.03680791
2500000,0.0331574
2600000,0.02949346
2700000,0.0263506
2775000,0.02380455
2850000,0.02156287
2925000,0.01958253
3000000,0.0178275
3125000,0.01499259
3250000,0.01269443
3375000,0.01081626
3500000,0.0092698
3625000,0.007772726
3750000,0.006556469
3875000,0.005561477
4000000,0.0047422
4125000,0.004034597
4250000,0.003449179
4375000,0.002962137
4500000,0.0025548
4625000,0.002213646
4750000,0.001925394
4875000,0.001680757
5000000,0.00147226
5125000,0.001324128
5250000,0.001193948
5375000,0.001079191
5500000,0.0009777331
5750000,0.0008608723
6000000,0.000762097
6250000,0.0007392607
6484050,0.0007192808
6484052,0.0007192806
6500000,0.000717965
6750000,0.0007239406
7000000,0.000729746
7500000,0.000764219
8000000,0.000859558
8500000,0.000970689
9000000,0.00114891
9500000,0.00124697
10000000,0.00137371
10500000,0.00145188
11000000,0.00147886
11500000,0.0014194
12000000,0.00141808
12026900,0.001414931
12026910,0.00141493
12500000,0.00136176
13000000,0.00129146
13500000,0.0012016
13750000,0.001160584
14000000,0.00112167
14500000,0.000998658
15000000,0.000877274
15500000,0.000796632
16000000,0.000702039
16500000,0.000647626
17000000,0.000577743
17500000,0.00054295
18000000,0.000489379
18500000,0.000466323
19000000,0.0004351233
19500000,0.000406742
20000000,0.00039403
